Ship Mode;Segment;Country;City;State;Postal Code;Region;Category;Sub-Category;Sales;Quantity;Discount;Profit
Second Class;Consumer;United States;Houston;Texas;77070;Central;Furniture;Chairs;85.246;2;0.3;-6.089
Second Class;Consumer;United States;Houston;Texas;77070;Central;Furniture;Furnishings;32.712;2;0.6;-261.696
Standard Class;Corporate;United States;Jackson;Mississippi;39212;South;Office Supplies;Binders;11.43;3;0;53.721
Standard Class;Corporate;United States;Jackson;Mississippi;39212;South;Office Supplies;Binders;30.44;2;0;149.156
Standard Class;Corporate;United States;Jackson;Mississippi;39212;South;Office Supplies;Paper;12.96;2;0;63.504
Standard Class;Corporate;United States;Jackson;Mississippi;39212;South;Office Supplies;Paper;16;4;0;7.68
Standard Class;Corporate;United States;Jackson;Mississippi;39212;South;Office Supplies;Appliances;32.67;3;0;84.942
Standard Class;Consumer;United States;Phoenix;Arizona;85023;West;Office Supplies;Fasteners;4.464;3;0.2;-0.9486
Standard Class;Consumer;United States;Phoenix;Arizona;85023;West;Office Supplies;Binders;9.345;5;0.7;-65.415
Standard Class;Corporate;United States;Oxnard;California;93030;West;Office Supplies;Binders;9.144;3;0.2;30.861
Standard Class;Corporate;United States;Oxnard;California;93030;West;Office Supplies;Binders;23.136;6;0.2;83.868
Standard Class;Corporate;United States;Oxnard;California;93030;West;Office Supplies;Art;99.2;5;0;25.792
Standard Class;Corporate;United States;Seattle;Washington;98105;West;Office Supplies;Binders;21.36;5;0.2;7.209
Second Class;Corporate;United States;Covington;Washington;98042;West;Furniture;Furnishings;46.9;5;0;13.132
Standard Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Binders;18.72;5;0.2;6.552
Standard Class;Consumer;United States;Los Angeles;California;90049;West;Furniture;Tables;236.528;2;0.2;-29.566
First Class;Corporate;United States;San Diego;California;92105;West;Office Supplies;Labels;18.9;3;0;8.694
First Class;Corporate;United States;Brownsville;Texas;78521;Central;Office Supplies;Paper;10.688;2;0.2;37.408
First Class;Corporate;United States;Brownsville;Texas;78521;Central;Office Supplies;Storage;237.096;3;0.2;207.459
Second Class;Home Office;United States;Chicago;Illinois;60610;Central;Office Supplies;Paper;5.184;1;0.2;18.144
Second Class;Home Office;United States;Chicago;Illinois;60610;Central;Office Supplies;Paper;65.584;2;0.2;237.742
Second Class;Home Office;United States;Chicago;Illinois;60610;Central;Furniture;Furnishings;22.2;1;0.6;-26.085
Second Class;Home Office;United States;Chicago;Illinois;60610;Central;Office Supplies;Paper;419.4;5;0.2;146.79
First Class;Consumer;United States;Knoxville;Tennessee;37918;South;Furniture;Furnishings;88.92;5;0.2;144.495
Second Class;Home Office;United States;Houston;Texas;77036;Central;Office Supplies;Art;9.912;3;0.2;32.214
Second Class;Home Office;United States;Houston;Texas;77036;Central;Furniture;Chairs;318.43;5;0.3;-77.333
Second Class;Home Office;United States;Houston;Texas;77036;Central;Office Supplies;Binders;5.8;5;0.8;-10.15
Second Class;Home Office;United States;Houston;Texas;77036;Central;Technology;Phones;1415.76;6;0.2;88.485
Standard Class;Consumer;United States;Bolingbrook;Illinois;60440;Central;Technology;Phones;148.48;2;0.2;16.704
Standard Class;Consumer;United States;Chicago;Illinois;60623;Central;Office Supplies;Labels;9.248;4;0.2;31.212
Standard Class;Consumer;United States;Chicago;Illinois;60623;Central;Office Supplies;Storage;1.036.624;2;0.2;518.312
First Class;Consumer;United States;Waynesboro;Virginia;22980;South;Technology;Phones;569.64;2;0;1.481.064
First Class;Consumer;United States;Waynesboro;Virginia;22980;South;Office Supplies;Binders;9.14;1;0;4.57
First Class;Consumer;United States;Waynesboro;Virginia;22980;South;Furniture;Furnishings;1196.86;7;0;119.686
First Class;Consumer;United States;Waynesboro;Virginia;22980;South;Furniture;Bookcases;523.26;9;0;1.255.824
Second Class;Consumer;United States;Los Angeles;California;90004;West;Technology;Copiers;639.968;4;0.2;2.159.892
Second Class;Consumer;United States;Los Angeles;California;90004;West;Office Supplies;Paper;52.76;2;0;242.696
Second Class;Consumer;United States;Seattle;Washington;98105;West;Technology;Accessories;538.92;9;0;80.838
Standard Class;Consumer;United States;Visalia;California;93277;West;Office Supplies;Art;14.88;2;0;3.72
Standard Class;Consumer;United States;Visalia;California;93277;West;Office Supplies;Paper;34.24;8;0;15.408
Standard Class;Consumer;United States;Visalia;California;93277;West;Office Supplies;Storage;261.74;2;0;65.435
Standard Class;Corporate;United States;Los Angeles;California;90008;West;Office Supplies;Appliances;87.84;8;0;237.168
Second Class;Home Office;United States;Los Angeles;California;90045;West;Furniture;Furnishings;34.92;4;0;118.728
Standard Class;Consumer;United States;New York City;New York;10011;East;Office Supplies;Paper;14.94;3;0;70.218
Standard Class;Consumer;United States;New York City;New York;10011;East;Furniture;Furnishings;14.56;2;0;62.608
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Binders;3.576;4;0.7;-28.608
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Storage;147.184;2;0.2;-294.368
First Class;Home Office;United States;Lehi;Utah;84043;West;Technology;Copiers;1499.95;5;0;449.985
Standard Class;Corporate;United States;Chicago;Illinois;60653;Central;Office Supplies;Art;13.568;4;0.2;32.224
Standard Class;Home Office;United States;Henderson;Kentucky;42420;South;Furniture;Chairs;2573.82;9;0;7.464.078
Standard Class;Home Office;United States;Henderson;Kentucky;42420;South;Office Supplies;Binders;609.98;2;0;274.491
Standard Class;Home Office;United States;Henderson;Kentucky;42420;South;Office Supplies;Art;5.48;2;0;14.796
Standard Class;Home Office;United States;Henderson;Kentucky;42420;South;Technology;Phones;391.98;2;0;1.136.742
Standard Class;Home Office;United States;Henderson;Kentucky;42420;South;Technology;Phones;755.96;4;0;2.041.092
Standard Class;Home Office;United States;Henderson;Kentucky;42420;South;Office Supplies;Fasteners;31.12;4;0;0.3112
Standard Class;Home Office;United States;Henderson;Kentucky;42420;South;Office Supplies;Paper;6.54;1;0;30.084
Second Class;Home Office;United States;Huntington Beach;California;92646;West;Office Supplies;Envelopes;12.78;1;0;5.751
Standard Class;Home Office;United States;New York City;New York;10011;East;Office Supplies;Binders;18.464;4;0.2;6.924
Second Class;Corporate;United States;Philadelphia;Pennsylvania;19140;East;Furniture;Chairs;445.802;7;0.3;-1.082.662
Standard Class;Home Office;United States;Fargo;North Dakota;58103;Central;Office Supplies;Art;2.48;1;0;0.868
Standard Class;Home Office;United States;Fargo;North Dakota;58103;Central;Office Supplies;Binders;25.9;5;0;12.691
Second Class;Home Office;United States;Dover;New Hampshire;3820;East;Office Supplies;Paper;29.9;5;0;14.651
Second Class;Home Office;United States;Dover;New Hampshire;3820;East;Technology;Accessories;2249.91;9;0;5.174.793
Second Class;Home Office;United States;Dover;New Hampshire;3820;East;Furniture;Tables;1.053.164;4;0.3;-1.053.164
Standard Class;Consumer;United States;San Diego;California;92105;West;Office Supplies;Paper;12.96;2;0;62.208
Standard Class;Corporate;United States;Los Angeles;California;90032;West;Furniture;Furnishings;106.68;6;0;330.708
Same Day;Consumer;United States;Utica;New York;13501;East;Technology;Phones;119.94;6;0;5.997
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Paper;10.272;3;0.2;3.21
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Furniture;Tables;512.19;5;0.3;-65.853
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Appliances;1.556;2;0.8;-42.012
Standard Class;Consumer;United States;Westminster;California;92683;West;Office Supplies;Binders;4.448;2;0.2;14.456
Standard Class;Consumer;United States;Westminster;California;92683;West;Furniture;Furnishings;276.69;3;0;498.042
Standard Class;Consumer;United States;Westminster;California;92683;West;Office Supplies;Fasteners;4.96;4;0;23.312
Standard Class;Consumer;United States;Westminster;California;92683;West;Office Supplies;Art;71.92;4;0;208.568
Standard Class;Consumer;United States;Westminster;California;92683;West;Furniture;Furnishings;18.84;3;0;79.128
Standard Class;Consumer;United States;Westminster;California;92683;West;Technology;Accessories;140.97;3;0;197.358
Standard Class;Consumer;United States;Westminster;California;92683;West;Technology;Phones;470.376;3;0.2;529.173
Same Day;Consumer;United States;Los Angeles;California;90036;West;Office Supplies;Art;6.08;2;0;20.672
Same Day;Consumer;United States;Los Angeles;California;90036;West;Technology;Phones;164.792;1;0.2;185.391
Second Class;Corporate;United States;Atlantic City;New Jersey;8401;East;Office Supplies;Envelopes;23.36;2;0;11.68
Standard Class;Consumer;United States;Skokie;Illinois;60076;Central;Office Supplies;Binders;12.176;4;0.8;-188.728
Standard Class;Consumer;United States;San Francisco;California;94122;West;Technology;Phones;46.384;2;0.2;52.182
Standard Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Storage;362.92;2;0;1.052.468
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Paper;9.248;2;0.2;33.524
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Technology;Phones;1.889.946;9;0.4;-3.779.892
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Storage;62.04;5;0.2;4.653
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Furniture;Furnishings;396.92;5;0.2;148.845
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Storage;239.456;7;0.2;179.592
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Art;13.12;5;0.2;2.132
Second Class;Consumer;United States;Richmond;Kentucky;40475;South;Office Supplies;Binders;29.36;2;0;135.056
Second Class;Consumer;United States;Richmond;Kentucky;40475;South;Office Supplies;Appliances;214.9;5;0;62.321
Second Class;Consumer;United States;Richmond;Kentucky;40475;South;Office Supplies;Binders;15.92;4;0;74.824
Second Class;Consumer;United States;Richmond;Kentucky;40475;South;Technology;Accessories;146.45;5;0;483.285
Second Class;Consumer;United States;Richmond;Kentucky;40475;South;Office Supplies;Storage;15.14;1;0;0.6056
Second Class;Consumer;United States;Richmond;Kentucky;40475;South;Office Supplies;Labels;5.76;2;0;26.496
Second Class;Consumer;United States;Richmond;Kentucky;40475;South;Technology;Copiers;1399.98;2;0;629.991
Standard Class;Consumer;United States;Lancaster;Ohio;43130;East;Office Supplies;Binders;8.952;2;0.7;-7.46
Standard Class;Consumer;United States;Lancaster;Ohio;43130;East;Office Supplies;Binders;8.856;6;0.7;-64.944
Standard Class;Consumer;United States;Lancaster;Ohio;43130;East;Furniture;Chairs;85.246;2;0.3;-12.178
Standard Class;Consumer;United States;Gresham;Oregon;97030;West;Office Supplies;Envelopes;21.728;7;0.2;76.048
Standard Class;Consumer;United States;Gresham;Oregon;97030;West;Furniture;Chairs;1487.04;5;0.2;148.704
Same Day;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Envelopes;71.88;6;0;330.648
Same Day;Corporate;United States;San Francisco;California;94109;West;Furniture;Furnishings;9.24;3;0;29.568
Same Day;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Paper;35.88;6;0;16.146
Same Day;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Binders;17.04;3;0.2;5.538
Same Day;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Binders;931.176;3;0.2;3.142.719
First Class;Consumer;United States;Longmont;Colorado;80501;West;Furniture;Furnishings;266.352;3;0.2;-133.176
First Class;Consumer;United States;Longmont;Colorado;80501;West;Furniture;Chairs;483.136;4;0.2;543.528
Standard Class;Consumer;United States;Greenville;North Carolina;27834;South;Furniture;Chairs;196.784;2;0.2;-221.382
Standard Class;Consumer;United States;Greenville;North Carolina;27834;South;Furniture;Bookcases;231.92;5;0.2;5.798
Standard Class;Corporate;United States;Los Angeles;California;90004;West;Office Supplies;Supplies;29.7;3;0;8.019
Standard Class;Consumer;United States;Houston;Texas;77041;Central;Furniture;Furnishings;13.592;2;0.6;-142.716
Second Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Paper;70.88;2;0;333.136
Standard Class;Corporate;United States;Denver;Colorado;80219;West;Office Supplies;Storage;114.288;1;0.2;128.574
Standard Class;Corporate;United States;Denver;Colorado;80219;West;Office Supplies;Binders;36.624;8;0.7;-24.416
Standard Class;Corporate;United States;Denver;Colorado;80219;West;Furniture;Bookcases;242.352;8;0.7;-363.528
Standard Class;Corporate;United States;Denver;Colorado;80219;West;Technology;Phones;49.616;2;0.2;49.616
Standard Class;Corporate;United States;Denver;Colorado;80219;West;Furniture;Furnishings;508.704;6;0.2;0
Standard Class;Corporate;United States;Denver;Colorado;80219;West;Technology;Phones;57.36;6;0.2;-14.34
Standard Class;Corporate;United States;Denver;Colorado;80219;West;Furniture;Chairs;906.68;5;0.2;68.001
Standard Class;Corporate;United States;Huntsville;Texas;77340;Central;Technology;Phones;719.952;6;0.2;719.952
Standard Class;Corporate;United States;Huntsville;Texas;77340;Central;Technology;Phones;755.944;7;0.2;661.451
Standard Class;Corporate;United States;Huntsville;Texas;77340;Central;Office Supplies;Binders;11.98;5;0.8;-19.168
Standard Class;Corporate;United States;Huntsville;Texas;77340;Central;Office Supplies;Binders;0.898;1;0.8;-15.715
First Class;Corporate;United States;Houston;Texas;77036;Central;Furniture;Furnishings;21.204;3;0.6;-116.622
Standard Class;Corporate;United States;New York City;New York;10024;East;Office Supplies;Envelopes;34.74;3;0;17.37
Standard Class;Corporate;United States;New York City;New York;10024;East;Technology;Phones;833.94;6;0;2.168.244
Standard Class;Corporate;United States;New York City;New York;10024;East;Office Supplies;Binders;12.96;3;0.2;4.536
Standard Class;Corporate;United States;New York City;New York;10024;East;Office Supplies;Paper;25.92;4;0;124.416
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Furniture;Bookcases;349.965;7;0.5;-2.169.783
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Art;22.32;5;0.2;5.301
Standard Class;Corporate;United States;Columbus;Indiana;47201;Central;Office Supplies;Paper;158.28;6;0;728.088
Standard Class;Corporate;United States;Columbus;Indiana;47201;Central;Office Supplies;Binders;497.94;3;0;224.073
Standard Class;Consumer;United States;Long Beach;New York;11561;East;Office Supplies;Appliances;533.94;3;0;1.548.426
Standard Class;Consumer;United States;Long Beach;New York;11561;East;Office Supplies;Paper;167.94;3;0;822.906
Standard Class;Consumer;United States;Long Beach;New York;11561;East;Furniture;Furnishings;31.68;6;0;98.208
First Class;Consumer;United States;Lancaster;Pennsylvania;17602;East;Furniture;Chairs;170.786;1;0.3;0
Standard Class;Consumer;United States;Chicago;Illinois;60610;Central;Furniture;Bookcases;198.744;4;0.3;0
First Class;Home Office;United States;Denver;Colorado;80219;West;Technology;Accessories;63.824;2;0.2;135.626
Second Class;Consumer;United States;Seattle;Washington;98103;West;Furniture;Chairs;435.168;4;0.2;-598.356
